Property_Type,Bed,Bath,Parking,Postcode,Suburb,Price
Apartment/House,1,1,1,2000,SYDNEY,940.0
Apartment/House,2,2,1,2000,SYDNEY,1080.0
Apartment/House,2,2,0,2000,SYDNEY,1080.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,1,2000,SYDNEY,750.0
Apartment/House,2,2,1,2000,SYDNEY,1040.0
Apartment/House,1,1,0,2000,SYDNEY,690.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,2,2,0,2000,SYDNEY,990.0
Apartment/House,2,2,1,2000,SYDNEY,1380.0
Apartment/House,3,2,1,2000,SYDNEY,1600.0
Apartment/House,2,2,1,2000,SYDNEY,1650.0
Apartment/House,1,1,0,2000,SYDNEY,830.0
Studio,0,1,0,2000,SYDNEY,830.0
Apartment/House,1,1,0,2000,SYDNEY,810.0
Apartment/House,2,2,0,2000,SYDNEY,1210.0
Apartment/House,1,1,0,2000,SYDNEY,730.0
Apartment/House,1,1,1,2000,SYDNEY,730.0
Apartment/House,1,1,1,2000,SYDNEY,810.0
Apartment/House,2,2,0,2000,SYDNEY,1100.0
Apartment/House,2,1,0,2000,SYDNEY,1040.0
Apartment/House,1,1,0,2000,SYDNEY,760.0
Apartment/House,1,1,0,2000,SYDNEY,760.0
Apartment/House,2,2,0,2000,SYDNEY,1100.0
Apartment/House,1,1,1,2000,SYDNEY,770.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,0,2000,SYDNEY,680.0
Apartment/House,1,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,0,2000,SYDNEY,920.0
Apartment/House,2,1,1,2000,SYDNEY,910.0
Apartment/House,1,1,0,2000,SYDNEY,690.0
Apartment/House,2,2,1,2000,SYDNEY,1260.0
Apartment/House,2,2,0,2000,SYDNEY,1100.0
Apartment/House,1,1,0,2000,SYDNEY,690.0
Apartment/House,3,2,1,2000,SYDNEY,2420.0
Apartment/House,1,1,1,2000,SYDNEY,1400.0
Apartment/House,2,2,1,2000,SYDNEY,1100.0
Apartment/House,2,2,1,2000,SYDNEY,1040.0
Apartment/House,2,2,1,2000,SYDNEY,1040.0
Apartment/House,2,2,1,2000,SYDNEY,990.0
Apartment/House,1,1,0,2000,SYDNEY,850.0
Apartment/House,3,3,2,2000,SYDNEY,2190.0
Apartment/House,2,2,1,2000,SYDNEY,1430.0
Studio,0,1,0,2000,SYDNEY,720.0
Apartment/House,1,1,1,2000,SYDNEY,870.0
Apartment/House,1,1,0,2000,SYDNEY,1980.0
Apartment/House,2,1,0,2000,SYDNEY,1760.0
Apartment/House,1,1,0,2000,SYDNEY,940.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,1,1,1,2000,SYDNEY,1100.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Studio,0,1,0,2000,SYDNEY,770.0
Studio,0,1,1,2000,SYDNEY,1750.0
Apartment/House,1,1,0,2000,SYDNEY,700.0
Apartment/House,1,1,0,2000,SYDNEY,880.0
Apartment/House,2,2,1,2000,SYDNEY,1980.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,600.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,770.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,910.0
Apartment/House,2,1,1,2007_2010_2011,DARLINGHURST,990.0
Apartment/House,1,1,0,2000,BARANGAROO,1320.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,660.0
Apartment/House,4,3,1,2009,PYRMONT,1710.0
Studio,0,1,0,2007_2010_2011,WOOLLOOMOOLOO,720.0
Apartment/House,2,2,1,2007_2010_2011,POTTS POINT,1040.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,830.0
Studio,0,1,0,2007_2010_2011,ELIZABETH BAY,450.0
Apartment/House,1,1,1,2007_2010_2011,WOOLLOOMOOLOO,800.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,880.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,550.0
Apartment/House,1,1,0,2000,BARANGAROO,1210.0
Apartment/House,1,1,0,2009,PYRMONT,600.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,990.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,1020.0
Apartment/House,1,1,1,2007_2010_2011,ELIZABETH BAY,720.0
Apartment/House,1,1,0,2000,HAYMARKET,580.0
Apartment/House,2,1,0,2007_2010_2011,ELIZABETH BAY,1210.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,470.0
Studio,0,1,1,2009,PYRMONT,600.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,460.0
Apartment/House,1,1,1,2009,PYRMONT,750.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,550.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,720.0
Apartment/House,2,1,0,2007_2010_2011,SURRY HILLS,750.0
Apartment/House,1,1,1,2009,PYRMONT,750.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,660.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,910.0
Apartment/House,2,1,1,2007_2010_2011,ULTIMO,990.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,440.0
Apartment/House,2,2,1,2000,WALSH BAY,1540.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,830.0
Apartment/House,1,1,1,2007_2010_2011,ELIZABETH BAY,720.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,940.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,760.0
Apartment/House,2,2,1,2000,WALSH BAY,1710.0
Apartment/House,3,3,2,2000,THE ROCKS,2360.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,600.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,580.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,700.0
Apartment/House,1,1,0,2009,PYRMONT,770.0
Apartment/House,2,2,1,2009,PYRMONT,1210.0
Apartment/House,2,2,1,2000,WALSH BAY,1600.0
Apartment/House,2,2,2,2009,PYRMONT,1430.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,760.0
Apartment/House,2,2,1,2000,WALSH BAY,1540.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,630.0
Apartment/House,3,2,0,2007_2010_2011,DARLINGHURST,1540.0
Apartment/House,2,2,2,2009,PYRMONT,1490.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,760.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,600.0
Apartment/House,1,1,1,2007_2010_2011,DARLINGHURST,990.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,460.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,770.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,650.0
Apartment/House,3,2,0,2007_2010_2011,DARLINGHURST,1200.0
Apartment/House,2,1,0,2007_2010_2011,ELIZABETH BAY,1320.0
Studio,0,1,0,2007_2010_2011,ULTIMO,470.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,600.0
Apartment/House,3,3,0,2007_2010_2011,DARLINGHURST,1490.0
Apartment/House,2,2,1,2009,PYRMONT,830.0
Apartment/House,3,2,1,2007_2010_2011,ULTIMO,1320.0
Apartment/House,2,1,1,2000,HAYMARKET,1150.0
Apartment/House,2,2,1,2009,PYRMONT,1040.0
Apartment/House,1,1,0,2000,MILLERS POINT,770.0
Apartment/House,1,1,1,2009,PYRMONT,670.0
Apartment/House,3,2,0,2007_2010_2011,ULTIMO,1040.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1750.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,410.0
Apartment/House,2,1,0,2009,PYRMONT,880.0
Apartment/House,1,1,1,2009,PYRMONT,720.0
Apartment/House,2,2,1,2007_2010_2011,DARLINGHURST,960.0
Apartment/House,2,2,1,2000,HAYMARKET,1380.0
Apartment/House,2,2,1,2007_2010_2011,ELIZABETH BAY,1430.0
Studio,0,1,0,2007_2010_2011,RUSHCUTTERS BAY,500.0
Apartment/House,4,1,0,2007_2010_2011,DARLINGHURST,1040.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,690.0
Apartment/House,1,1,1,2009,PYRMONT,720.0
Apartment/House,1,1,0,2000,MILLERS POINT,940.0
Apartment/House,3,2,0,2007_2010_2011,SURRY HILLS,1320.0
Apartment/House,3,1,1,2007_2010_2011,WOOLLOOMOOLOO,1260.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,880.0
Apartment/House,2,2,1,2009,PYRMONT,830.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,1020.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,600.0
Apartment/House,3,1,1,2007_2010_2011,SURRY HILLS,810.0
Apartment/House,2,2,1,2007_2010_2011,POTTS POINT,1760.0
Apartment/House,2,1,1,2007_2010_2011,SURRY HILLS,830.0
Apartment/House,3,1,0,2007_2010_2011,SURRY HILLS,1650.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,720.0
Apartment/House,2,1,0,2000,MILLERS POINT,940.0
Apartment/House,2,2,1,2007_2010_2011,POTTS POINT,1490.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,800.0
Studio,0,1,1,2007_2010_2011,DARLINGHURST,600.0
Apartment/House,1,1,1,2009,PYRMONT,680.0
Apartment/House,1,1,1,2007_2010_2011,ELIZABETH BAY,720.0
Apartment/House,3,3,2,2009,PYRMONT,1710.0
Apartment/House,1,1,0,2007_2010_2011,RUSHCUTTERS BAY,460.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,440.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,940.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,600.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,990.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,960.0
Apartment/House,1,1,0,2000,HAYMARKET,830.0
Apartment/House,2,2,0,2007_2010_2011,WOOLLOOMOOLOO,1210.0
Apartment/House,2,1,1,2007_2010_2011,WOOLLOOMOOLOO,1320.0
Apartment/House,4,4,1,2007_2010_2011,SURRY HILLS,2040.0
Apartment/House,2,2,1,2009,PYRMONT,1090.0
Apartment/House,2,2,1,2007_2010_2011,RUSHCUTTERS BAY,1760.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,1490.0
Apartment/House,1,1,1,2007_2010_2011,POTTS POINT,880.0
Apartment/House,1,1,0,2000,HAYMARKET,790.0
Apartment/House,2,2,1,2009,PYRMONT,880.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,990.0
Apartment/House,1,1,1,2009,PYRMONT,940.0
Apartment/House,2,1,1,2007_2010_2011,POTTS POINT,1240.0
Apartment/House,2,2,1,2000,WALSH BAY,1600.0
Apartment/House,2,1,1,2007_2010_2011,POTTS POINT,860.0
Apartment/House,2,1,0,2007_2010_2011,DARLINGHURST,1210.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1540.0
Apartment/House,1,1,1,2007_2010_2011,DARLINGHURST,660.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,690.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,600.0
Apartment/House,2,2,0,2007_2010_2011,DARLINGHURST,1210.0
Apartment/House,3,4,0,2007_2010_2011,DARLINGHURST,1760.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,620.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,600.0
Apartment/House,2,1,0,2009,PYRMONT,850.0
Apartment/House,1,1,1,2009,PYRMONT,660.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,1260.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,990.0
Studio,0,1,0,2009,PYRMONT,740.0
Apartment/House,1,1,1,2007_2010_2011,POTTS POINT,830.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,660.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,650.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,530.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,1010.0
Apartment/House,2,1,0,2007_2010_2011,WOOLLOOMOOLOO,830.0
Apartment/House,4,2,0,2007_2010_2011,SURRY HILLS,1380.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,640.0
Apartment/House,1,1,1,2007_2010_2011,RUSHCUTTERS BAY,650.0
Apartment/House,2,2,1,2007_2010_2011,RUSHCUTTERS BAY,1090.0
Apartment/House,2,2,1,2009,PYRMONT,970.0
Apartment/House,2,1,1,2007_2010_2011,SURRY HILLS,850.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1040.0
Apartment/House,2,2,0,2009,PYRMONT,1320.0
Apartment/House,2,1,1,2007_2010_2011,POTTS POINT,1210.0
Apartment/House,2,2,1,2007_2010_2011,ELIZABETH BAY,1320.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,720.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,1380.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,500.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,260.0
Apartment/House,1,1,0,2000,HAYMARKET,990.0
Apartment/House,1,1,1,2007_2010_2011,DARLINGHURST,880.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,660.0
Apartment/House,4,2,0,2007_2010_2011,POTTS POINT,1650.0
Apartment/House,3,1,0,2007_2010_2011,ULTIMO,1100.0
Apartment/House,3,2,2,2009,PYRMONT,1760.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,550.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,1200.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,1210.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,470.0
Apartment/House,3,2,1,2009,PYRMONT,1320.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1040.0
Apartment/House,2,1,0,2000,MILLERS POINT,990.0
Studio,0,1,0,2007_2010_2011,RUSHCUTTERS BAY,440.0
Apartment/House,2,1,1,2000,HAYMARKET,1210.0
Apartment/House,2,2,0,2009,PYRMONT,2060.0
Apartment/House,1,1,1,2007_2010_2011,ULTIMO,660.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,880.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,430.0
Apartment/House,2,2,0,2000,HAYMARKET,880.0
Apartment/House,2,2,0,2000,HAYMARKET,1380.0
Apartment/House,3,2,0,2007_2010_2011,POTTS POINT,1380.0
Apartment/House,3,2,0,2007_2010_2011,ULTIMO,1380.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,830.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,500.0
Apartment/House,2,2,1,2009,PYRMONT,1120.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,750.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,860.0
Apartment/House,2,2,1,2009,PYRMONT,860.0
Studio,0,1,0,2007_2010_2011,ELIZABETH BAY,460.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,720.0
Apartment/House,2,2,1,2009,PYRMONT,940.0
Apartment/House,1,1,0,2000,HAYMARKET,800.0
Apartment/House,2,2,1,2009,PYRMONT,1020.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,470.0
Apartment/House,2,1,1,2007_2010_2011,ELIZABETH BAY,1430.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,680.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,440.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,470.0
Apartment/House,1,1,0,2000,HAYMARKET,830.0
Apartment/House,1,1,0,2000,HAYMARKET,770.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,950.0
Apartment/House,1,1,1,2009,PYRMONT,650.0
Apartment/House,3,2,1,2000,HAYMARKET,1980.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,880.0
Apartment/House,1,1,0,2009,PYRMONT,550.0
Apartment/House,1,1,1,2007_2010_2011,ULTIMO,600.0
Apartment/House,2,2,1,2007_2010_2011,RUSHCUTTERS BAY,770.0
Apartment/House,3,1,0,2007_2010_2011,ULTIMO,1260.0
Apartment/House,2,2,1,2000,HAYMARKET,1160.0
Apartment/House,1,1,0,2000,HAYMARKET,830.0
Apartment/House,2,2,0,2007_2010_2011,ULTIMO,1100.0
Apartment/House,1,1,0,2000,HAYMARKET,750.0
Apartment/House,2,1,1,2007_2010_2011,SURRY HILLS,1930.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,500.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,500.0
Apartment/House,2,2,1,2009,PYRMONT,1490.0
Apartment/House,2,2,1,2009,PYRMONT,980.0
Apartment/House,1,1,0,2000,HAYMARKET,1040.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,720.0
Studio,0,1,0,2000,HAYMARKET,880.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,660.0
Studio,0,1,0,2000,HAYMARKET,520.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,500.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,2200.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,460.0
Studio,0,1,0,2007_2010_2011,ELIZABETH BAY,410.0
Apartment/House,2,2,2,2007_2010_2011,RUSHCUTTERS BAY,1760.0
Apartment/House,1,1,0,2000,HAYMARKET,780.0
Studio,0,1,2,2007_2010_2011,WOOLLOOMOOLOO,850.0
Apartment/House,1,1,0,2000,HAYMARKET,730.0
Apartment/House,1,1,1,2000,HAYMARKET,730.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,500.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,1040.0
Apartment/House,1,1,0,2000,HAYMARKET,860.0
Apartment/House,3,1,0,2007_2010_2011,ULTIMO,1260.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,570.0
Apartment/House,3,2,1,2009,PYRMONT,1980.0
Apartment/House,1,1,1,2009,PYRMONT,680.0
Apartment/House,2,2,1,2009,PYRMONT,940.0
Apartment/House,1,1,0,2000,HAYMARKET,830.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1430.0
Apartment/House,1,1,0,2000,HAYMARKET,880.0
Apartment/House,2,1,0,2000,HAYMARKET,1040.0
Apartment/House,2,2,2,2009,PYRMONT,1210.0
Apartment/House,1,2,0,2009,PYRMONT,550.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,410.0
Apartment/House,1,1,0,2000,HAYMARKET,720.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,830.0
Apartment/House,3,2,2,2000,HAYMARKET,1760.0
Apartment/House,1,1,0,2000,HAYMARKET,720.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,550.0
Studio,0,1,0,2007_2010_2011,RUSHCUTTERS BAY,470.0
Apartment/House,2,2,1,2000,HAYMARKET,1410.0
Apartment/House,2,2,1,2000,HAYMARKET,1380.0
Studio,0,1,0,2007_2010_2011,RUSHCUTTERS BAY,440.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,420.0
Apartment/House,3,2,0,2000,HAYMARKET,1540.0
Apartment/House,1,1,0,2000,MILLERS POINT,840.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,480.0
Apartment/House,1,1,1,2007_2010_2011,POTTS POINT,600.0
Apartment/House,1,1,1,2007_2010_2011,POTTS POINT,620.0
Apartment/House,2,2,1,2009,PYRMONT,1430.0
Studio,0,1,0,2007_2010_2011,ULTIMO,550.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1030.0
Apartment/House,2,1,1,2007_2010_2011,RUSHCUTTERS BAY,1040.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,1040.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,540.0
Apartment/House,1,1,0,2007_2010_2011,WOOLLOOMOOLOO,460.0
Apartment/House,1,1,1,2007_2010_2011,ULTIMO,730.0
Apartment/House,1,1,1,2007_2010_2011,SURRY HILLS,830.0
Apartment/House,2,1,0,2007_2010_2011,DARLINGHURST,720.0
Apartment/House,2,1,0,2009,PYRMONT,870.0
Apartment/House,3,1,0,2009,PYRMONT,940.0
Apartment/House,3,2,1,2000,HAYMARKET,1930.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,440.0
Apartment/House,2,2,1,2009,PYRMONT,970.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,590.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,1040.0
Apartment/House,1,1,0,2007_2010_2011,ELIZABETH BAY,660.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,620.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,550.0
Studio,0,1,0,2007_2010_2011,ELIZABETH BAY,530.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,660.0
Apartment/House,2,1,0,2007_2010_2011,ELIZABETH BAY,880.0
Apartment/House,2,2,2,2000,HAYMARKET,1320.0
Apartment/House,2,1,1,2007_2010_2011,POTTS POINT,1160.0
Apartment/House,2,1,0,2007_2010_2011,POTTS POINT,880.0
Apartment/House,2,2,0,2007_2010_2011,ULTIMO,1040.0
Studio,0,1,0,2007_2010_2011,WOOLLOOMOOLOO,880.0
Apartment/House,2,1,1,2009,PYRMONT,1080.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,700.0
Apartment/House,4,2,0,2007_2010_2011,SURRY HILLS,1260.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,770.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,720.0
Apartment/House,1,1,1,2009,PYRMONT,850.0
Studio,0,1,0,2007_2010_2011,POTTS POINT,470.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,660.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,1090.0
Apartment/House,2,2,1,2007_2010_2011,SURRY HILLS,870.0
Apartment/House,3,1,0,2007_2010_2011,ELIZABETH BAY,1040.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,660.0
Apartment/House,2,2,1,2007_2010_2011,ULTIMO,1040.0
Apartment/House,2,2,1,2007_2010_2011,WOOLLOOMOOLOO,1040.0
Apartment/House,3,2,2,2000,HAYMARKET,2090.0
Apartment/House,2,1,0,2009,PYRMONT,1650.0
Apartment/House,2,2,1,2009,PYRMONT,880.0
Apartment/House,3,2,2,2009,PYRMONT,1540.0
Apartment/House,3,1,0,2007_2010_2011,RUSHCUTTERS BAY,1040.0
Studio,0,1,1,2007_2010_2011,SURRY HILLS,660.0
Apartment/House,3,2,2,2009,PYRMONT,1490.0
Apartment/House,2,1,0,2000,HAYMARKET,1100.0
Apartment/House,2,2,1,2009,PYRMONT,900.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,990.0
Apartment/House,2,2,2,2009,PYRMONT,940.0
Apartment/House,1,1,0,2000,HAYMARKET,880.0
Apartment/House,2,2,1,2000,HAYMARKET,1210.0
Apartment/House,2,2,1,2007_2010_2011,POTTS POINT,1600.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,580.0
Apartment/House,1,1,0,2000,THE ROCKS,1540.0
Apartment/House,1,1,0,2000,HAYMARKET,1020.0
Apartment/House,2,2,1,2000,MILLERS POINT,1930.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,990.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,740.0
Apartment/House,1,1,0,2000,HAYMARKET,750.0
Apartment/House,1,1,1,2000,BARANGAROO,1760.0
Apartment/House,2,2,2,2000,HAYMARKET,1320.0
Studio,0,1,0,2007_2010_2011,ULTIMO,660.0
Studio,0,1,1,2007_2010_2011,ULTIMO,770.0
Studio,0,1,0,2007_2010_2011,RUSHCUTTERS BAY,460.0
Studio,0,1,0,2000,HAYMARKET,550.0
Apartment/House,2,1,2,2007_2010_2011,SURRY HILLS,1540.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,500.0
Apartment/House,2,2,0,2007_2010_2011,SURRY HILLS,1540.0
Apartment/House,1,1,0,2007_2010_2011,ULTIMO,610.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,650.0
Apartment/House,1,1,0,2007_2010_2011,POTTS POINT,640.0
Apartment/House,2,1,0,2000,HAYMARKET,1100.0
Apartment/House,1,1,0,2007_2010_2011,DARLINGHURST,770.0
Apartment/House,3,1,0,2009,PYRMONT,1040.0
Studio,0,1,0,2007_2010_2011,SURRY HILLS,450.0
Apartment/House,2,2,1,2000,HAYMARKET,1210.0
Apartment/House,1,1,0,2007_2010_2011,SURRY HILLS,940.0
Apartment/House,1,1,0,2009,PYRMONT,830.0
Studio,0,1,0,2007_2010_2011,ULTIMO,640.0
Studio,0,1,1,2007_2010_2011,WOOLLOOMOOLOO,940.0
Studio,0,1,0,2007_2010_2011,DARLINGHURST,500.0
Apartment/House,2,2,2,2009,PYRMONT,870.0
Apartment/House,2,1,1,2007_2010_2011,SURRY HILLS,1210.0
Apartment/House,1,1,0,2000,HAYMARKET,990.0
Apartment/House,1,1,0,2000,HAYMARKET,830.0
Apartment/House,1,1,0,2000,HAYMARKET,600.0
Studio,0,1,0,2000,HAYMARKET,710.0
Studio,0,1,0,2000,HAYMARKET,770.0
Apartment/House,1,2,0,2000,HAYMARKET,600.0
Apartment/House,1,2,0,2007_2010_2011,SURRY HILLS,500.0
Apartment/House,1,1,1,2000,HAYMARKET,1100.0
